sales_date,day_of_week,product_id,units_sold,weekend_tracker
2025-01-11,Saturday,48,44,True
2025-01-11,Saturday,49,24,True
2025-01-11,Saturday,50,24,True
2025-01-12,Sunday,1,28,True
2025-01-12,Sunday,2,88,True
2025-01-12,Sunday,3,76,True
2025-01-12,Sunday,4,26,True
2025-01-12,Sunday,5,22,True
2025-01-12,Sunday,6,38,True
2025-01-12,Sunday,7,13,True
2025-01-12,Sunday,8,37,True
2025-01-12,Sunday,9,44,True
2025-01-12,Sunday,10,75,True
2025-01-12,Sunday,11,58,True
2025-01-12,Sunday,12,45,True
2025-01-12,Sunday,13,19,True
2025-01-12,Sunday,14,7,True
2025-01-12,Sunday,15,20,True
2025-01-12,Sunday,16,58,True
2025-01-12,Sunday,17,61,True
2025-01-12,Sunday,18,21,True
2025-01-12,Sunday,19,56,True
2025-01-12,Sunday,20,19,True
2025-01-12,Sunday,21,70,True
2025-01-12,Sunday,22,7,True
2025-01-12,Sunday,23,25,True
2025-01-12,Sunday,24,38,True
2025-01-12,Sunday,25,9,True
2025-01-12,Sunday,26,27,True
2025-01-12,Sunday,27,59,True
2025-01-12,Sunday,28,60,True
2025-01-12,Sunday,29,33,True
2025-01-12,Sunday,30,26,True
2025-01-12,Sunday,31,25,True
2025-01-12,Sunday,32,21,True
2025-01-12,Sunday,33,64,True
2025-01-12,Sunday,34,28,True
2025-01-12,Sunday,35,48,True
2025-01-12,Sunday,36,68,True
2025-01-12,Sunday,37,7,True
2025-01-12,Sunday,38,55,True
2025-01-12,Sunday,39,84,True
2025-01-12,Sunday,40,58,True
2025-01-12,Sunday,41,32,True
2025-01-12,Sunday,42,20,True
2025-01-12,Sunday,43,55,True
2025-01-12,Sunday,44,38,True
2025-01-12,Sunday,45,16,True
2025-01-12,Sunday,46,6,True
2025-01-12,Sunday,47,18,True
2025-01-12,Sunday,48,44,True
2025-01-12,Sunday,49,26,True
2025-01-12,Sunday,50,31,True
2025-01-13,Monday,1,13,False
2025-01-13,Monday,2,29,False
2025-01-13,Monday,3,31,False
2025-01-13,Monday,4,12,False
2025-01-13,Monday,5,20,False
2025-01-13,Monday,6,28,False
2025-01-13,Monday,7,11,False
2025-01-13,Monday,8,42,False
2025-01-13,Monday,9,22,False
2025-01-13,Monday,10,18,False
2025-01-13,Monday,11,30,False
2025-01-13,Monday,12,18,False
2025-01-13,Monday,13,14,False
2025-01-13,Monday,14,5,False
2025-01-13,Monday,15,10,False
2025-01-13,Monday,16,20,False
2025-01-13,Monday,17,27,False
2025-01-13,Monday,18,22,False
2025-01-13,Monday,19,34,False
2025-01-13,Monday,20,11,False
2025-01-13,Monday,21,33,False
2025-01-13,Monday,22,9,False
2025-01-13,Monday,23,31,False
2025-01-13,Monday,24,25,False
2025-01-13,Monday,25,6,False
2025-01-13,Monday,26,19,False
2025-01-13,Monday,27,34,False
2025-01-13,Monday,28,41,False
2025-01-13,Monday,29,29,False
2025-01-13,Monday,30,18,False
2025-01-13,Monday,31,14,False
2025-01-13,Monday,32,13,False
2025-01-13,Monday,33,35,False
2025-01-13,Monday,34,11,False
2025-01-13,Monday,35,25,False
2025-01-13,Monday,36,34,False
2025-01-13,Monday,37,4,False
2025-01-13,Monday,38,26,False
2025-01-13,Monday,39,36,False
2025-01-13,Monday,40,27,False
2025-01-13,Monday,41,22,False
2025-01-13,Monday,42,12,False
2025-01-13,Monday,43,28,False
2025-01-13,Monday,44,26,False
2025-01-13,Monday,45,7,False
2025-01-13,Monday,46,6,False
2025-01-13,Monday,47,8,False
2025-01-13,Monday,48,27,False
2025-01-13,Monday,49,22,False
2025-01-13,Monday,50,9,False
2025-01-14,Tuesday,1,16,False
2025-01-14,Tuesday,2,23,False
2025-01-14,Tuesday,3,37,False
2025-01-14,Tuesday,4,17,False
2025-01-14,Tuesday,5,21,False
2025-01-14,Tuesday,6,27,False
2025-01-14,Tuesday,7,18,False
2025-01-14,Tuesday,8,41,False
2025-01-14,Tuesday,9,24,False
2025-01-14,Tuesday,10,31,False
2025-01-14,Tuesday,11,33,False
2025-01-14,Tuesday,12,19,False
2025-01-14,Tuesday,13,15,False
2025-01-14,Tuesday,14,5,False
2025-01-14,Tuesday,15,13,False
2025-01-14,Tuesday,16,22,False
2025-01-14,Tuesday,17,24,False
2025-01-14,Tuesday,18,21,False
2025-01-14,Tuesday,19,27,False
2025-01-14,Tuesday,20,16,False
2025-01-14,Tuesday,21,22,False
2025-01-14,Tuesday,22,9,False
2025-01-14,Tuesday,23,31,False
2025-01-14,Tuesday,24,27,False
2025-01-14,Tuesday,25,7,False
2025-01-14,Tuesday,26,19,False
2025-01-14,Tuesday,27,26,False
2025-01-14,Tuesday,28,28,False
2025-01-14,Tuesday,29,17,False
2025-01-14,Tuesday,30,15,False
2025-01-14,Tuesday,31,13,False
2025-01-14,Tuesday,32,10,False
2025-01-14,Tuesday,33,44,False
2025-01-14,Tuesday,34,12,False
2025-01-14,Tuesday,35,29,False
2025-01-14,Tuesday,36,28,False
2025-01-14,Tuesday,37,6,False
2025-01-14,Tuesday,38,23,False
2025-01-14,Tuesday,39,36,False
2025-01-14,Tuesday,40,20,False
2025-01-14,Tuesday,41,23,False
2025-01-14,Tuesday,42,8,False
2025-01-14,Tuesday,43,24,False
2025-01-14,Tuesday,44,18,False
2025-01-14,Tuesday,45,9,False
2025-01-14,Tuesday,46,3,False
2025-01-14,Tuesday,47,12,False
2025-01-14,Tuesday,48,35,False
2025-01-14,Tuesday,49,23,False
2025-01-14,Tuesday,50,16,False
2025-01-15,Wednesday,1,15,False
2025-01-15,Wednesday,2,34,False
2025-01-15,Wednesday,3,28,False
2025-01-15,Wednesday,4,19,False
2025-01-15,Wednesday,5,21,False
2025-01-15,Wednesday,6,23,False
2025-01-15,Wednesday,7,13,False
2025-01-15,Wednesday,8,32,False
2025-01-15,Wednesday,9,15,False
2025-01-15,Wednesday,10,33,False
2025-01-15,Wednesday,11,36,False
2025-01-15,Wednesday,12,23,False
2025-01-15,Wednesday,13,11,False
2025-01-15,Wednesday,14,5,False
2025-01-15,Wednesday,15,13,False
2025-01-15,Wednesday,16,22,False
2025-01-15,Wednesday,17,18,False
2025-01-15,Wednesday,18,23,False
2025-01-15,Wednesday,19,35,False
2025-01-15,Wednesday,20,10,False
2025-01-15,Wednesday,21,24,False
2025-01-15,Wednesday,22,8,False
2025-01-15,Wednesday,23,32,False
2025-01-15,Wednesday,24,27,False
2025-01-15,Wednesday,25,7,False
2025-01-15,Wednesday,26,14,False
2025-01-15,Wednesday,27,21,False
2025-01-15,Wednesday,28,24,False
2025-01-15,Wednesday,29,25,False
2025-01-15,Wednesday,30,21,False
2025-01-15,Wednesday,31,13,False
2025-01-15,Wednesday,32,11,False
2025-01-15,Wednesday,33,49,False
2025-01-15,Wednesday,34,9,False
2025-01-15,Wednesday,35,45,False
2025-01-15,Wednesday,36,41,False
2025-01-15,Wednesday,37,3,False
2025-01-15,Wednesday,38,35,False
2025-01-15,Wednesday,39,26,False
2025-01-15,Wednesday,40,31,False
2025-01-15,Wednesday,41,21,False
2025-01-15,Wednesday,42,15,False
2025-01-15,Wednesday,43,35,False
2025-01-15,Wednesday,44,19,False
2025-01-15,Wednesday,45,9,False
2025-01-15,Wednesday,46,6,False
2025-01-15,Wednesday,47,8,False
2025-01-15,Wednesday,48,32,False
2025-01-15,Wednesday,49,19,False
2025-01-15,Wednesday,50,16,False
2025-01-16,Thursday,1,12,False
2025-01-16,Thursday,2,40,False
2025-01-16,Thursday,3,23,False
2025-01-16,Thursday,4,16,False
2025-01-16,Thursday,5,15,False
2025-01-16,Thursday,6,24,False
2025-01-16,Thursday,7,14,False
2025-01-16,Thursday,8,33,False
2025-01-16,Thursday,9,21,False
2025-01-16,Thursday,10,29,False
2025-01-16,Thursday,11,24,False
2025-01-16,Thursday,12,22,False
2025-01-16,Thursday,13,15,False
2025-01-16,Thursday,14,3,False
2025-01-16,Thursday,15,17,False
2025-01-16,Thursday,16,28,False
2025-01-16,Thursday,17,17,False
2025-01-16,Thursday,18,21,False
2025-01-16,Thursday,19,29,False
2025-01-16,Thursday,20,16,False
2025-01-16,Thursday,21,21,False
